date,california,colorado,florida,massachusetts,minnesota,newyork,ohio,texas,washington,alabama,mississippi,louisiana,arkansas,newmexico,maine,vermont,newhampshire,connecticut,rhodeisland,pennsylvania,maryland,newjersey,delaware,westvirginia,virginia,northcarolina,southcarolina,georgia,northdakota,southdakota,nebraska,kansas,oklahoma,iowa,missouri,wisconsin,illinois,indiana,michigan,kentucky,tennessee,montana,idaho,wyoming,utah,oregon,nevada,arizona,alaska,hawaii
Jun-2000,1.669,1.636,,,1.757,1.702,,1.54,,1.54,1.54,1.54,1.54,1.54,1.661,1.54,1.54,1.54,1.54,1.64,1.64,1.64,1.64,1.56,1.56,1.56,1.56,1.56,1.807,1.807,1.807,1.807,1.807,1.807,1.807,1.807,1.807,1.807,1.807,1.807,1.807,1.604,1.807,1.807,1.807,1.595,1.595,1.595,1.595,1.595
Jul-2000,1.754,1.665,,,1.478,1.75,,1.549,,1.55,1.55,1.55,1.55,1.55,1.674,1.55,1.55,1.55,1.55,1.67,1.67,1.67,1.67,1.556,1.556,1.556,1.556,1.556,1.543,1.543,1.543,1.543,1.543,1.543,1.543,1.543,1.543,1.543,1.543,1.543,1.543,1.64,1.543,1.543,1.543,1.66,1.66,1.66,1.66,1.66
Aug-2000,1.72,1.572,,,1.489,1.678,,1.46,,1.466,1.466,1.466,1.466,1.466,1.63,1.466,1.466,1.466,1.466,1.608,1.608,1.608,1.608,1.465,1.465,1.465,1.465,1.465,1.421,1.421,1.421,1.421,1.421,1.421,1.421,1.421,1.421,1.421,1.421,1.421,1.421,1.59,1.421,1.421,1.421,1.662,1.662,1.662,1.662,1.662
Sep-2000,1.869,1.61,,,1.614,1.668,,1.491,,1.499,1.499,1.499,1.499,1.499,1.639,1.499,1.499,1.499,1.499,1.62,1.62,1.62,1.62,1.509,1.509,1.509,1.509,1.509,1.566,1.566,1.566,1.566,1.566,1.566,1.566,1.566,1.566,1.566,1.566,1.566,1.566,1.634,1.566,1.566,1.566,1.735,1.735,1.735,1.735,1.735
Oct-2000,1.856,1.609,,,1.544,1.664,,1.468,,1.481,1.481,1.481,1.481,1.481,1.624,1.481,1.481,1.481,1.481,1.605,1.605,1.605,1.605,1.496,1.496,1.496,1.496,1.496,1.536,1.536,1.536,1.536,1.536,1.536,1.536,1.536,1.536,1.536,1.536,1.536,1.536,1.651,1.536,1.536,1.536,1.737,1.737,1.737,1.737,1.737
Nov-2000,1.811,1.598,,,1.511,1.663,,1.455,,1.463,1.463,1.463,1.463,1.463,1.619,1.463,1.463,1.463,1.463,1.599,1.599,1.599,1.599,1.479,1.479,1.479,1.479,1.479,1.531,1.531,1.531,1.531,1.531,1.531,1.531,1.531,1.531,1.531,1.531,1.531,1.531,1.636,1.531,1.531,1.531,1.709,1.709,1.709,1.709,1.709
Dec-2000,1.726,1.527,,,1.456,1.632,,1.391,,1.403,1.403,1.403,1.403,1.403,1.585,1.403,1.403,1.403,1.403,1.559,1.559,1.559,1.559,1.417,1.417,1.417,1.417,1.417,1.433,1.433,1.433,1.433,1.433,1.433,1.433,1.433,1.433,1.433,1.433,1.433,1.433,1.539,1.433,1.433,1.433,1.653,1.653,1.653,1.653,1.653
Jan-2001,1.646,1.478,,,1.561,1.591,,1.405,,1.417,1.417,1.417,1.417,1.417,1.547,1.417,1.417,1.417,1.417,1.521,1.521,1.521,1.521,1.431,1.431,1.431,1.431,1.431,1.486,1.486,1.486,1.486,1.486,1.486,1.486,1.486,1.486,1.486,1.486,1.486,1.486,1.466,1.486,1.486,1.486,1.571,1.571,1.571,1.571,1.571
Feb-2001,1.682,1.512,,,1.569,1.577,,1.422,,1.436,1.436,1.436,1.436,1.436,1.531,1.436,1.436,1.436,1.436,1.515,1.515,1.515,1.515,1.455,1.455,1.455,1.455,1.455,1.467,1.467,1.467,1.467,1.467,1.467,1.467,1.467,1.467,1.467,1.467,1.467,1.467,1.476,1.467,1.467,1.467,1.568,1.568,1.568,1.568,1.568
Mar-2001,1.738,1.472,,,1.426,1.546,,1.361,,1.387,1.387,1.387,1.387,1.387,1.497,1.387,1.387,1.387,1.387,1.476,1.476,1.476,1.476,1.401,1.401,1.401,1.401,1.401,1.404,1.404,1.404,1.404,1.404,1.404,1.404,1.404,1.404,1.404,1.404,1.404,1.404,1.47,1.404,1.404,1.404,1.585,1.585,1.585,1.585,1.585
Apr-2001,1.837,1.601,,,1.624,1.633,,1.522,,1.522,1.522,1.522,1.522,1.522,1.569,1.522,1.522,1.522,1.522,1.573,1.573,1.573,1.573,1.529,1.529,1.529,1.529,1.529,1.611,1.611,1.611,1.611,1.611,1.611,1.611,1.611,1.611,1.611,1.611,1.611,1.611,1.558,1.611,1.611,1.611,1.594,1.594,1.594,1.594,1.594
May-2001,1.993,1.789,,,1.821,1.818,,1.633,,1.622,1.622,1.622,1.622,1.622,1.755,1.622,1.622,1.622,1.622,1.737,1.737,1.737,1.737,1.611,1.611,1.611,1.611,1.611,1.818,1.818,1.818,1.818,1.818,1.818,1.818,1.818,1.818,1.818,1.818,1.818,1.818,1.699,1.818,1.818,1.818,1.642,1.642,1.642,1.642,1.642
Jun-2001,1.975,1.766,,,1.622,1.804,,1.566,,1.551,1.551,1.551,1.551,1.551,1.765,1.551,1.551,1.551,1.551,1.724,1.724,1.724,1.724,1.541,1.541,1.541,1.541,1.541,1.619,1.619,1.619,1.619,1.619,1.619,1.619,1.619,1.619,1.619,1.619,1.619,1.619,1.693,1.619,1.619,1.619,1.659,1.659,1.659,1.659,1.659
Jul-2001,1.817,1.54,,,1.384,1.671,,1.357,,1.352,1.352,1.352,1.352,1.352,1.618,1.352,1.352,1.352,1.352,1.596,1.596,1.596,1.596,1.358,1.358,1.358,1.358,1.358,1.34,1.34,1.34,1.34,1.34,1.34,1.34,1.34,1.34,1.34,1.34,1.34,1.34,1.544,1.34,1.34,1.34,,,,,
Aug-2001,1.608,1.472,,,1.601,1.574,,1.336,,1.338,1.338,1.338,1.338,1.338,1.502,1.338,1.338,1.338,1.338,1.504,1.504,1.504,1.504,1.341,1.341,1.341,1.341,1.341,1.502,1.502,1.502,1.502,1.502,1.502,1.502,1.502,1.502,1.502,1.502,1.502,1.502,1.471,1.502,1.502,1.502,,,,,
Sep-2001,1.708,1.669,,,1.739,1.561,,1.422,,1.424,1.424,1.424,1.424,1.424,1.491,1.424,1.424,1.424,1.424,1.495,1.495,1.495,1.495,1.419,1.419,1.419,1.419,1.419,1.661,1.661,1.661,1.661,1.661,1.661,1.661,1.661,1.661,1.661,1.661,1.661,1.661,1.609,1.661,1.661,1.661,,,,,
Oct-2001,1.592,1.466,,,1.29,1.469,,1.269,,1.275,1.275,1.275,1.275,1.275,1.408,1.275,1.275,1.275,1.275,1.38,1.38,1.38,1.38,1.266,1.266,1.266,1.266,1.266,1.281,1.281,1.281,1.281,1.281,1.281,1.281,1.281,1.281,1.281,1.281,1.281,1.281,1.498,1.281,1.281,1.281,,,,,
Nov-2001,1.403,1.215,,,1.176,1.339,,1.116,,1.126,1.126,1.126,1.126,1.126,1.267,1.126,1.126,1.126,1.126,1.243,1.243,1.243,1.243,1.12,1.12,1.12,1.12,1.12,1.16,1.16,1.16,1.16,1.16,1.16,1.16,1.16,1.16,1.16,1.16,1.16,1.16,1.3,1.16,1.16,1.16,,,,,
Dec-2001,1.204,1.102,,,1.102,1.236,,1.052,,1.062,1.062,1.062,1.062,1.062,1.166,1.062,1.062,1.062,1.062,1.156,1.156,1.156,1.156,1.065,1.065,1.065,1.065,1.065,1.119,1.119,1.119,1.119,1.119,1.119,1.119,1.119,1.119,1.119,1.119,1.119,1.119,1.153,1.119,1.119,1.119,,,,,
Jan-2002,1.231,1.149,,,1.149,1.253,,1.082,,1.095,1.095,1.095,1.095,1.095,1.192,1.095,1.095,1.095,1.095,1.178,1.178,1.178,1.178,1.11,1.11,1.11,1.11,1.11,1.129,1.129,1.129,1.129,1.129,1.129,1.129,1.129,1.129,1.129,1.129,1.129,1.129,1.156,1.129,1.129,1.129,,,,,
Feb-2002,1.319,1.154,,,1.12,1.252,,1.086,,1.094,1.094,1.094,1.094,1.094,1.195,1.094,1.094,1.094,1.094,1.178,1.178,1.178,1.178,1.102,1.102,1.102,1.102,1.102,1.126,1.126,1.126,1.126,1.126,1.126,1.126,1.126,1.126,1.126,1.126,1.126,1.126,1.149,1.126,1.126,1.126,,,,,
Mar-2002,1.507,1.274,,,1.324,1.332,,1.224,,1.225,1.225,1.225,1.225,1.225,1.285,1.225,1.225,1.225,1.225,1.27,1.27,1.27,1.27,1.226,1.226,1.226,1.226,1.226,1.289,1.289,1.289,1.289,1.289,1.289,1.289,1.289,1.289,1.289,1.289,1.289,1.289,1.253,1.289,1.289,1.289,,,,,
Apr-2002,1.657,1.42,,,1.434,1.516,,1.375,,1.375,1.375,1.375,1.375,1.375,1.441,1.375,1.375,1.375,1.375,1.44,1.44,1.44,1.44,1.399,1.399,1.399,1.399,1.399,1.412,1.412,1.412,1.412,1.412,1.412,1.412,1.412,1.412,1.412,1.412,1.412,1.412,1.426,1.412,1.412,1.412,,,,,
May-2002,1.617,1.425,,,1.364,1.541,,1.372,,1.368,1.368,1.368,1.368,1.368,1.46,1.368,1.368,1.368,1.368,1.457,1.457,1.457,1.457,1.383,1.383,1.383,1.383,1.383,1.41,1.41,1.41,1.41,1.41,1.41,1.41,1.41,1.41,1.41,1.41,1.41,1.41,1.427,1.41,1.41,1.41,,,,,
Jun-2002,1.633,1.397,,,1.345,1.526,,1.35,,1.346,1.346,1.346,1.346,1.346,1.444,1.346,1.346,1.346,1.346,1.443,1.443,1.443,1.443,1.354,1.354,1.354,1.354,1.354,1.402,1.402,1.402,1.402,1.402,1.402,1.402,1.402,1.402,1.402,1.402,1.402,1.402,1.421,1.402,1.402,1.402,,,,,
Jul-2002,1.648,1.464,,,1.443,1.524,,1.343,,1.345,1.345,1.345,1.345,1.345,1.444,1.345,1.345,1.345,1.345,1.447,1.447,1.447,1.447,1.358,1.358,1.358,1.358,1.358,1.432,1.432,1.432,1.432,1.432,1.432,1.432,1.432,1.432,1.432,1.432,1.432,1.432,1.468,1.432,1.432,1.432,,,,,
Aug-2002,1.637,1.49,,,1.444,1.562,,1.354,,1.353,1.353,1.353,1.353,1.353,1.483,1.353,1.353,1.353,1.353,1.474,1.474,1.474,1.474,1.364,1.364,1.364,1.364,1.364,1.409,1.409,1.409,1.409,1.409,1.409,1.409,1.409,1.409,1.409,1.409,1.409,1.409,1.498,1.409,1.409,1.409,,,,,
Sep-2002,1.627,1.461,,,1.442,1.567,,1.367,,1.365,1.365,1.365,1.365,1.365,1.485,1.365,1.365,1.365,1.365,1.48,1.48,1.48,1.48,1.369,1.369,1.369,1.369,1.369,1.418,1.418,1.418,1.418,1.418,1.418,1.418,1.418,1.418,1.418,1.418,1.418,1.418,1.483,1.418,1.418,1.418,,,,,
Oct-2002,1.579,1.52,,,1.548,1.585,,1.433,,1.43,1.43,1.43,1.43,1.43,1.5,1.43,1.43,1.43,1.43,1.499,1.499,1.499,1.499,1.444,1.444,1.444,1.444,1.444,1.506,1.506,1.506,1.506,1.506,1.506,1.506,1.506,1.506,1.506,1.506,1.506,1.506,1.506,1.506,1.506,1.506,,,,,
Nov-2002,1.624,1.497,,,1.433,1.601,,1.395,,1.406,1.406,1.406,1.406,1.406,1.525,1.406,1.406,1.406,1.406,1.51,1.51,1.51,1.51,1.416,1.416,1.416,1.416,1.416,1.423,1.423,1.423,1.423,1.423,1.423,1.423,1.423,1.423,1.423,1.423,1.423,1.423,1.487,1.423,1.423,1.423,,,,,
Dec-2002,1.585,1.426,,,1.383,1.606,,1.365,,1.378,1.378,1.378,1.378,1.378,1.525,1.378,1.378,1.378,1.378,1.509,1.509,1.509,1.509,1.383,1.383,1.383,1.383,1.383,1.377,1.377,1.377,1.377,1.377,1.377,1.377,1.377,1.377,1.377,1.377,1.377,1.377,1.429,1.377,1.377,1.377,,,,,
Jan-2003,1.662,1.495,,,1.445,1.647,,1.45,,1.449,1.449,1.449,1.449,1.449,1.559,1.449,1.449,1.449,1.449,1.557,1.557,1.557,1.557,1.463,1.463,1.463,1.463,1.463,1.47,1.47,1.47,1.47,1.47,1.47,1.47,1.47,1.47,1.47,1.47,1.47,1.47,1.46,1.47,1.47,1.47,,,,,
Feb-2003,1.853,1.613,,,1.624,1.757,,1.589,,1.591,1.591,1.591,1.591,1.591,1.678,1.591,1.591,1.591,1.591,1.67,1.67,1.67,1.67,1.609,1.609,1.609,1.609,1.609,1.635,1.635,1.635,1.635,1.635,1.635,1.635,1.635,1.635,1.635,1.635,1.635,1.635,1.614,1.635,1.635,1.635,,,,,
Mar-2003,2.15,1.679,,,1.623,1.812,,1.625,,1.63,1.63,1.63,1.63,1.63,1.722,1.63,1.63,1.63,1.63,1.719,1.719,1.719,1.719,1.648,1.648,1.648,1.648,1.648,1.662,1.662,1.662,1.662,1.662,1.662,1.662,1.662,1.662,1.662,1.662,1.662,1.662,1.704,1.662,1.662,1.662,,,,,
Apr-2003,2.092,1.587,,,1.477,1.764,,1.517,,1.523,1.523,1.523,1.523,1.523,1.662,1.523,1.523,1.523,1.523,1.658,1.658,1.658,1.658,1.54,1.54,1.54,1.54,1.54,1.516,1.516,1.516,1.516,1.516,1.516,1.516,1.516,1.516,1.516,1.516,1.516,1.516,1.63,1.516,1.516,1.516,,,,,
May-2003,1.89,1.514,,,1.457,1.679,,1.414,,1.424,1.424,1.424,1.424,1.424,1.579,1.424,1.424,1.424,1.424,1.577,1.577,1.577,1.577,1.442,1.442,1.442,1.442,1.442,1.47,1.47,1.47,1.47,1.47,1.47,1.47,1.47,1.47,1.47,1.47,1.47,1.47,1.553,1.47,1.47,1.47,,,,,
Jun-2003,1.809,1.513,1.512,1.534,1.484,1.61,1.481,1.416,1.607,1.427,1.427,1.427,1.427,1.427,1.548,1.427,1.427,1.427,1.427,1.538,1.538,1.538,1.538,1.456,1.456,1.456,1.456,1.456,1.5,1.5,1.5,1.5,1.5,1.5,1.5,1.5,1.5,1.5,1.5,1.5,1.5,1.544,1.5,1.5,1.5,,,,,
Jul-2003,1.789,1.522,1.561,1.553,1.533,1.633,1.509,1.458,1.639,1.47,1.47,1.47,1.47,1.47,1.567,1.47,1.47,1.47,1.47,1.556,1.556,1.556,1.556,1.511,1.511,1.511,1.511,1.511,1.509,1.509,1.509,1.509,1.509,1.509,1.509,1.509,1.509,1.509,1.509,1.509,1.509,1.582,1.509,1.509,1.509,,,,,
Aug-2003,1.913,1.636,1.654,1.656,1.666,1.729,1.639,1.54,1.798,1.555,1.555,1.555,1.555,1.555,1.662,1.555,1.555,1.555,1.555,1.645,1.645,1.645,1.645,1.601,1.601,1.601,1.601,1.601,1.634,1.634,1.634,1.634,1.634,1.634,1.634,1.634,1.634,1.634,1.634,1.634,1.634,1.685,1.634,1.634,1.634,,,,,
Sep-2003,2.068,1.696,1.679,1.821,1.604,1.894,1.658,1.549,1.894,1.572,1.572,1.572,1.572,1.572,1.814,1.572,1.572,1.572,1.572,1.788,1.788,1.788,1.788,1.625,1.625,1.625,1.625,1.625,1.64,1.64,1.64,1.64,1.64,1.64,1.64,1.64,1.64,1.64,1.64,1.64,1.64,1.748,1.64,1.64,1.64,,,,,
Oct-2003,1.839,1.56,1.575,1.724,1.562,1.806,1.572,1.447,1.677,1.466,1.466,1.466,1.466,1.466,1.72,1.466,1.466,1.466,1.466,1.706,1.706,1.706,1.706,1.521,1.521,1.521,1.521,1.521,1.554,1.554,1.554,1.554,1.554,1.554,1.554,1.554,1.554,1.554,1.554,1.554,1.554,1.627,1.554,1.554,1.554,,,,,
Nov-2003,1.74,1.527,1.536,1.606,1.498,1.737,1.517,1.424,1.625,1.439,1.439,1.439,1.439,1.439,1.627,1.439,1.439,1.439,1.439,1.639,1.639,1.639,1.639,1.487,1.487,1.487,1.487,1.487,1.508,1.508,1.508,1.508,1.508,1.508,1.508,1.508,1.508,1.508,1.508,1.508,1.508,1.595,1.508,1.508,1.508,,,,,
Dec-2003,1.681,1.469,1.535,1.554,1.479,1.698,1.446,1.422,1.572,1.437,1.437,1.437,1.437,1.437,1.586,1.437,1.437,1.437,1.437,1.599,1.599,1.599,1.599,1.482,1.482,1.482,1.482,1.482,1.463,1.463,1.463,1.463,1.463,1.463,1.463,1.463,1.463,1.463,1.463,1.463,1.463,1.543,1.463,1.463,1.463,,,,,
Jan-2004,1.722,1.538,1.66,1.624,1.587,1.754,1.615,1.524,1.64,1.541,1.541,1.541,1.541,1.541,1.653,1.541,1.541,1.541,1.541,1.655,1.655,1.655,1.655,1.603,1.603,1.603,1.603,1.603,1.59,1.59,1.59,1.59,1.59,1.59,1.59,1.59,1.59,1.59,1.59,1.59,1.59,1.575,1.59,1.59,1.59,,,,,
Feb-2004,1.914,1.589,1.712,1.697,1.639,1.83,1.687,1.579,1.729,1.596,1.596,1.596,1.596,1.596,1.716,1.596,1.596,1.596,1.596,1.721,1.721,1.721,1.721,1.66,1.66,1.66,1.66,1.66,1.648,1.648,1.648,1.648,1.648,1.648,1.648,1.648,1.648,1.648,1.648,1.648,1.648,1.626,1.648,1.648,1.648,,,,,
Mar-2004,2.143,1.725,1.797,1.753,1.7,1.903,1.73,1.635,1.851,1.656,1.656,1.656,1.656,1.656,1.772,1.656,1.656,1.656,1.656,1.787,1.787,1.787,1.787,1.728,1.728,1.728,1.728,1.728,1.709,1.709,1.709,1.709,1.709,1.709,1.709,1.709,1.709,1.709,1.709,1.709,1.709,1.763,1.709,1.709,1.709,,,,,
Apr-2004,2.185,1.845,1.856,1.78,1.767,1.926,1.798,1.702,1.961,1.724,1.724,1.724,1.724,1.724,1.794,1.724,1.724,1.724,1.724,1.819,1.819,1.819,1.819,1.788,1.788,1.788,1.788,1.788,1.783,1.783,1.783,1.783,1.783,1.783,1.783,1.783,1.783,1.783,1.783,1.783,1.783,1.874,1.783,1.783,1.783,,,,,
May-2004,2.298,1.988,2.005,2.02,1.973,2.13,1.974,1.879,2.246,1.898,1.898,1.898,1.898,1.898,2.029,1.898,1.898,1.898,1.898,2.038,2.038,2.038,2.038,1.956,1.956,1.956,1.956,1.956,1.984,1.984,1.984,1.984,1.984,1.984,1.984,1.984,1.984,1.984,1.984,1.984,1.984,2.018,1.984,1.984,1.984,,,,,
Jun-2004,2.322,1.98,2.036,2.112,1.834,2.208,1.855,1.889,2.207,1.9,1.9,1.9,1.9,1.9,2.108,1.9,1.9,1.9,1.9,2.092,2.092,2.092,2.092,1.964,1.964,1.964,1.964,1.964,1.901,1.901,1.901,1.901,1.901,1.901,1.901,1.901,1.901,1.901,1.901,1.901,1.901,2.006,1.901,1.901,1.901,,,,,
Jul-2004,2.233,1.937,1.976,1.991,1.836,2.132,1.875,1.829,2.037,1.844,1.844,1.844,1.844,1.844,2.003,1.844,1.844,1.844,1.844,2.018,2.018,2.018,2.018,1.91,1.91,1.91,1.91,1.91,1.881,1.881,1.881,1.881,1.881,1.881,1.881,1.881,1.881,1.881,1.881,1.881,1.881,1.955,1.881,1.881,1.881,,,,,
Aug-2004,2.131,1.911,1.87,1.95,1.816,2.076,1.876,1.812,1.993,1.828,1.828,1.828,1.828,1.828,1.969,1.828,1.828,1.828,1.828,1.978,1.978,1.978,1.978,1.863,1.863,1.863,1.863,1.863,1.873,1.873,1.873,1.873,1.873,1.873,1.873,1.873,1.873,1.873,1.873,1.873,1.873,1.939,1.873,1.873,1.873,,,,,
Sep-2004,2.115,1.893,1.929,1.923,1.824,2.044,1.895,1.797,2.038,1.811,1.811,1.811,1.811,1.811,1.938,1.811,1.811,1.811,1.811,1.949,1.949,1.949,1.949,1.873,1.873,1.873,1.873,1.873,1.867,1.867,1.867,1.867,1.867,1.867,1.867,1.867,1.867,1.867,1.867,1.867,1.867,1.924,1.867,1.867,1.867,2.034,2.034,2.034,2.034,2.034
Oct-2004,2.376,1.992,2.047,2.028,1.935,2.165,1.991,1.91,2.101,1.929,1.929,1.929,1.929,1.929,2.05,1.929,1.929,1.929,1.929,2.063,2.063,2.063,2.063,1.995,1.995,1.995,1.995,1.995,1.979,1.979,1.979,1.979,1.979,1.979,1.979,1.979,1.979,1.979,1.979,1.979,1.979,2.008,1.979,1.979,1.979,2.134,2.134,2.134,2.134,2.134
Nov-2004,2.35,1.97,2.068,2.037,1.913,2.175,1.932,1.892,2.084,1.916,1.916,1.916,1.916,1.916,2.055,1.916,1.916,1.916,1.916,2.064,2.064,2.064,2.064,1.99,1.99,1.99,1.99,1.99,1.938,1.938,1.938,1.938,1.938,1.938,1.938,1.938,1.938,1.938,1.938,1.938,1.938,2.012,1.938,1.938,1.938,2.109,2.109,2.109,2.109,2.109
Dec-2004,2.143,1.863,1.979,1.928,1.741,2.098,1.776,1.762,1.956,1.79,1.79,1.79,1.79,1.79,1.943,1.79,1.79,1.79,1.79,1.969,1.969,1.969,1.969,1.881,1.881,1.881,1.881,1.881,1.778,1.778,1.778,1.778,1.778,1.778,1.778,1.778,1.778,1.778,1.778,1.778,1.778,1.909,1.778,1.778,1.778,1.969,1.969,1.969,1.969,1.969
Jan-2005,2.016,1.809,1.939,1.875,1.822,2.028,1.871,1.773,1.87,1.791,1.791,1.791,1.791,1.791,1.895,1.791,1.791,1.791,1.791,1.932,1.932,1.932,1.932,1.869,1.869,1.869,1.869,1.869,1.841,1.841,1.841,1.841,1.841,1.841,1.841,1.841,1.841,1.841,1.841,1.841,1.841,1.836,1.841,1.841,1.841,1.888,1.888,1.888,1.888,1.888
Feb-2005,2.163,1.899,1.987,1.935,1.896,2.06,1.945,1.841,1.995,1.861,1.861,1.861,1.861,1.861,1.965,1.861,1.861,1.861,1.861,1.973,1.973,1.973,1.973,1.925,1.925,1.925,1.925,1.925,1.918,1.918,1.918,1.918,1.918,1.918,1.918,1.918,1.918,1.918,1.918,1.918,1.918,1.915,1.918,1.918,1.918,2.02,2.02,2.02,2.02,2.02
