date,california,colorado,florida,massachusetts,minnesota,newyork,ohio,texas,washington,alabama,mississippi,louisiana,arkansas,newmexico,maine,vermont,newhampshire,connecticut,rhodeisland,pennsylvania,maryland,newjersey,delaware,westvirginia,virginia,northcarolina,southcarolina,georgia,northdakota,southdakota,nebraska,kansas,oklahoma,iowa,missouri,wisconsin,illinois,indiana,michigan,kentucky,tennessee,montana,idaho,wyoming,utah,oregon,nevada,arizona,alaska,hawaii
Jul-2018,3.605,2.872,2.783,2.952,2.786,2.993,2.795,2.682,3.381,2.663,2.663,2.663,2.663,2.663,2.949,2.663,2.663,2.663,2.663,2.983,2.983,2.983,2.983,2.744,2.744,2.744,2.744,2.744,2.824,2.824,2.824,2.824,2.824,2.824,2.824,2.824,2.824,2.824,2.824,2.824,2.824,3.039,2.824,2.824,2.824,3.245,3.245,3.245,3.245,3.245
Aug-2018,3.556,2.856,2.79,2.941,2.785,2.978,2.788,2.643,3.343,2.643,2.643,2.643,2.643,2.643,2.939,2.643,2.643,2.643,2.643,2.981,2.981,2.981,2.981,2.754,2.754,2.754,2.754,2.754,2.808,2.808,2.808,2.808,2.808,2.808,2.808,2.808,2.808,2.808,2.808,2.808,2.808,3.046,2.808,2.808,2.808,3.191,3.191,3.191,3.191,3.191
Sep-2018,3.588,2.957,2.791,2.923,2.772,2.976,2.79,2.628,3.353,2.627,2.627,2.627,2.627,2.627,2.93,2.627,2.627,2.627,2.627,2.982,2.982,2.982,2.982,2.744,2.744,2.744,2.744,2.744,2.809,2.809,2.809,2.809,2.809,2.809,2.809,2.809,2.809,2.809,2.809,2.809,2.809,3.099,2.809,2.809,2.809,3.193,3.193,3.193,3.193,3.193
Oct-2018,3.76,3.007,2.819,2.907,2.818,2.977,2.716,2.643,3.453,2.657,2.657,2.657,2.657,2.657,2.915,2.657,2.657,2.657,2.657,2.966,2.966,2.966,2.966,2.776,2.776,2.776,2.776,2.776,2.801,2.801,2.801,2.801,2.801,2.801,2.801,2.801,2.801,2.801,2.801,2.801,2.801,3.07,2.801,2.801,2.801,3.274,3.274,3.274,3.274,3.274
Nov-2018,3.632,2.816,2.569,2.8,2.581,2.864,2.434,2.384,3.42,2.411,2.411,2.411,2.411,2.411,2.777,2.411,2.411,2.411,2.411,2.787,2.787,2.787,2.787,2.552,2.552,2.552,2.552,2.552,2.518,2.518,2.518,2.518,2.518,2.518,2.518,2.518,2.518,2.518,2.518,2.518,2.518,2.952,2.518,2.518,2.518,3.219,3.219,3.219,3.219,3.219
Dec-2018,3.368,2.477,2.306,2.649,2.25,2.673,2.09,2.074,3.146,2.098,2.098,2.098,2.098,2.098,2.582,2.098,2.098,2.098,2.098,2.576,2.576,2.576,2.576,2.27,2.27,2.27,2.27,2.27,2.183,2.183,2.183,2.183,2.183,2.183,2.183,2.183,2.183,2.183,2.183,2.183,2.183,2.663,2.183,2.183,2.183,3.002,3.002,3.002,3.002,3.002
Jan-2019,3.232,2.19,2.223,2.499,2.071,2.517,2.018,1.977,2.916,1.989,1.989,1.989,1.989,1.989,2.434,1.989,1.989,1.989,1.989,2.462,2.462,2.462,2.462,2.174,2.174,2.174,2.174,2.174,2.09,2.09,2.09,2.09,2.09,2.09,2.09,2.09,2.09,2.09,2.09,2.09,2.09,2.388,2.09,2.09,2.09,2.809,2.809,2.809,2.809,2.809
Feb-2019,3.236,2.131,2.316,2.433,2.178,2.47,2.256,2.08,2.818,2.083,2.083,2.083,2.083,2.083,2.397,2.083,2.083,2.083,2.083,2.475,2.475,2.475,2.475,2.254,2.254,2.254,2.254,2.254,2.238,2.238,2.238,2.238,2.238,2.238,2.238,2.238,2.238,2.238,2.238,2.238,2.238,2.271,2.238,2.238,2.238,2.71,2.71,2.71,2.71,2.71
Mar-2019,3.342,2.398,2.577,2.516,2.478,2.622,2.461,2.33,2.905,2.336,2.336,2.336,2.336,2.336,2.528,2.336,2.336,2.336,2.336,2.649,2.649,2.649,2.649,2.485,2.485,2.485,2.485,2.485,2.493,2.493,2.493,2.493,2.493,2.493,2.493,2.493,2.493,2.493,2.493,2.493,2.493,2.386,2.493,2.493,2.493,2.797,2.797,2.797,2.797,2.797
Apr-2019,3.894,2.729,2.769,2.725,2.714,2.84,2.675,2.589,3.313,2.576,2.576,2.576,2.576,2.576,2.74,2.576,2.576,2.576,2.576,2.871,2.871,2.871,2.871,2.714,2.714,2.714,2.714,2.714,2.757,2.757,2.757,2.757,2.757,2.757,2.757,2.757,2.757,2.757,2.757,2.757,2.757,2.738,2.757,2.757,2.757,3.203,3.203,3.203,3.203,3.203
May-2019,4.019,2.92,2.709,2.894,2.745,2.967,2.715,2.602,3.513,2.583,2.583,2.583,2.583,2.583,2.901,2.583,2.583,2.583,2.583,2.966,2.966,2.966,2.966,2.696,2.696,2.696,2.696,2.696,2.794,2.794,2.794,2.794,2.794,2.794,2.794,2.794,2.794,2.794,2.794,2.794,2.794,3.049,2.794,2.794,2.794,3.411,3.411,3.411,3.411,3.411
Jun-2019,3.787,2.876,2.542,2.791,2.64,2.86,2.61,2.437,3.392,2.423,2.423,2.423,2.423,2.423,2.778,2.423,2.423,2.423,2.423,2.839,2.839,2.839,2.839,2.538,2.538,2.538,2.538,2.538,2.673,2.673,2.673,2.673,2.673,2.673,2.673,2.673,2.673,2.673,2.673,2.673,2.673,3.016,2.673,2.673,2.673,3.284,3.284,3.284,3.284,3.284
Jul-2019,3.668,2.733,2.641,2.779,2.622,2.868,2.754,2.52,3.242,2.494,2.494,2.494,2.494,2.494,2.776,2.494,2.494,2.494,2.494,2.869,2.869,2.869,2.869,2.623,2.623,2.623,2.623,2.623,2.738,2.738,2.738,2.738,2.738,2.738,2.738,2.738,2.738,2.738,2.738,2.738,2.738,2.856,2.738,2.738,2.738,3.127,3.127,3.127,3.127,3.127
Aug-2019,3.555,2.608,2.451,2.746,2.572,2.822,2.631,2.405,3.17,2.38,2.38,2.38,2.38,2.38,2.72,2.38,2.38,2.38,2.38,2.782,2.782,2.782,2.782,2.481,2.481,2.481,2.481,2.481,2.599,2.599,2.599,2.599,2.599,2.599,2.599,2.599,2.599,2.599,2.599,2.599,2.599,2.765,2.599,2.599,2.599,3.054,3.054,3.054,3.054,3.054
Sep-2019,3.687,2.692,2.472,2.661,2.533,2.728,2.595,2.358,3.134,2.346,2.346,2.346,2.346,2.346,2.632,2.346,2.346,2.346,2.346,2.697,2.697,2.697,2.697,2.463,2.463,2.463,2.463,2.463,2.543,2.543,2.543,2.543,2.543,2.543,2.543,2.543,2.543,2.543,2.543,2.543,2.543,2.754,2.543,2.543,2.543,3.059,3.059,3.059,3.059,3.059
Oct-2019,4.116,2.822,2.46,2.638,2.52,2.676,2.563,2.324,3.294,2.337,2.337,2.337,2.337,2.337,2.599,2.337,2.337,2.337,2.337,2.676,2.676,2.676,2.676,2.453,2.453,2.453,2.453,2.453,2.523,2.523,2.523,2.523,2.523,2.523,2.523,2.523,2.523,2.523,2.523,2.523,2.523,2.812,2.523,2.523,2.523,3.227,3.227,3.227,3.227,3.227
Nov-2019,3.944,2.89,2.426,2.631,2.486,2.675,2.529,2.299,3.348,2.309,2.309,2.309,2.309,2.309,2.608,2.309,2.309,2.309,2.309,2.688,2.688,2.688,2.688,2.434,2.434,2.434,2.434,2.434,2.48,2.48,2.48,2.48,2.48,2.48,2.48,2.48,2.48,2.48,2.48,2.48,2.48,2.91,2.48,2.48,2.48,3.241,3.241,3.241,3.241,3.241
Dec-2019,3.61,2.843,2.496,2.627,2.418,2.67,2.61,2.285,3.163,2.302,2.302,2.302,2.302,2.302,2.608,2.302,2.302,2.302,2.302,2.675,2.675,2.675,2.675,2.459,2.459,2.459,2.459,2.459,2.475,2.475,2.475,2.475,2.475,2.475,2.475,2.475,2.475,2.475,2.475,2.475,2.475,2.833,2.475,2.475,2.475,3.091,3.091,3.091,3.091,3.091
Jan-2020,3.489,2.708,2.529,2.648,2.435,2.706,2.52,2.292,3.029,2.315,2.315,2.315,2.315,2.315,2.625,2.315,2.315,2.315,2.315,2.708,2.708,2.708,2.708,2.481,2.481,2.481,2.481,2.481,2.466,2.466,2.466,2.466,2.466,2.466,2.466,2.466,2.466,2.466,2.466,2.466,2.466,2.69,2.466,2.466,2.466,2.995,2.995,2.995,2.995,2.995
Feb-2020,3.447,2.574,2.403,2.584,2.325,2.604,2.374,2.161,2.994,2.188,2.188,2.188,2.188,2.188,2.54,2.188,2.188,2.188,2.188,2.599,2.599,2.599,2.599,2.351,2.351,2.351,2.351,2.351,2.367,2.367,2.367,2.367,2.367,2.367,2.367,2.367,2.367,2.367,2.367,2.367,2.367,2.584,2.367,2.367,2.367,2.962,2.962,2.962,2.962,2.962
Mar-2020,3.262,2.265,2.207,2.385,2.11,2.452,1.995,2.008,2.888,2.027,2.027,2.027,2.027,2.027,2.341,2.027,2.027,2.027,2.027,2.424,2.424,2.424,2.424,2.14,2.14,2.14,2.14,2.14,2.097,2.097,2.097,2.097,2.097,2.097,2.097,2.097,2.097,2.097,2.097,2.097,2.097,2.39,2.097,2.097,2.097,2.816,2.816,2.816,2.816,2.816
Apr-2020,2.827,1.89,1.886,2.015,1.622,2.205,1.499,1.595,2.455,1.645,1.645,1.645,1.645,1.645,1.977,1.645,1.645,1.645,1.645,2.138,2.138,2.138,2.138,1.818,1.818,1.818,1.818,1.818,1.604,1.604,1.604,1.604,1.604,1.604,1.604,1.604,1.604,1.604,1.604,1.604,1.604,2.002,1.604,1.604,1.604,2.414,2.414,2.414,2.414,2.414
May-2020,2.771,1.858,1.85,2,1.731,2.161,1.872,1.562,2.356,1.605,1.605,1.605,1.605,1.605,1.967,1.605,1.605,1.605,1.605,2.104,2.104,2.104,2.104,1.79,1.79,1.79,1.79,1.79,1.806,1.806,1.806,1.806,1.806,1.806,1.806,1.806,1.806,1.806,1.806,1.806,1.806,1.936,1.806,1.806,1.806,2.313,2.313,2.313,2.313,2.313
Jun-2020,2.972,2.397,2.026,2.116,2.032,2.229,2.114,1.804,2.574,1.824,1.824,1.824,1.824,1.824,2.11,1.824,1.824,1.824,1.824,2.233,2.233,2.233,2.233,1.981,1.981,1.981,1.981,1.981,2.071,2.071,2.071,2.071,2.071,2.071,2.071,2.071,2.071,2.071,2.071,2.071,2.071,2.314,2.071,2.071,2.071,2.488,2.488,2.488,2.488,2.488
Jul-2020,3.102,2.562,2.141,2.178,2.101,2.277,2.149,1.933,2.737,1.937,1.937,1.937,1.937,1.937,2.193,1.937,1.937,1.937,1.937,2.319,2.319,2.319,2.319,2.091,2.091,2.091,2.091,2.091,2.156,2.156,2.156,2.156,2.156,2.156,2.156,2.156,2.156,2.156,2.156,2.156,2.156,2.424,2.156,2.156,2.156,2.612,2.612,2.612,2.612,2.612
Aug-2020,3.156,2.494,2.145,2.185,2.087,2.266,2.132,1.918,2.79,1.926,1.926,1.926,1.926,1.926,2.207,1.926,1.926,1.926,1.926,2.323,2.323,2.323,2.323,2.092,2.092,2.092,2.092,2.092,2.129,2.129,2.129,2.129,2.129,2.129,2.129,2.129,2.129,2.129,2.129,2.129,2.129,2.457,2.129,2.129,2.129,2.636,2.636,2.636,2.636,2.636
Sep-2020,3.174,2.406,2.187,2.184,2.102,2.271,2.082,1.912,2.806,1.929,1.929,1.929,1.929,1.929,2.21,1.929,1.929,1.929,1.929,2.349,2.349,2.349,2.349,2.123,2.123,2.123,2.123,2.123,2.104,2.104,2.104,2.104,2.104,2.104,2.104,2.104,2.104,2.104,2.104,2.104,2.104,2.423,2.104,2.104,2.104,2.627,2.627,2.627,2.627,2.627
Oct-2020,3.137,2.325,2.174,2.16,2.011,2.24,2.095,1.878,2.75,1.907,1.907,1.907,1.907,1.907,2.186,1.907,1.907,1.907,1.907,2.346,2.346,2.346,2.346,2.105,2.105,2.105,2.105,2.105,2.08,2.08,2.08,2.08,2.08,2.08,2.08,2.08,2.08,2.08,2.08,2.08,2.08,2.361,2.08,2.08,2.08,2.574,2.574,2.574,2.574,2.574
Nov-2020,3.115,2.241,2.054,2.142,1.968,2.223,2.006,1.814,2.721,1.851,1.851,1.851,1.851,1.851,2.17,1.851,1.851,1.851,1.851,2.327,2.327,2.327,2.327,2.039,2.039,2.039,2.039,2.039,2.015,2.015,2.015,2.015,2.015,2.015,2.015,2.015,2.015,2.015,2.015,2.015,2.015,2.297,2.015,2.015,2.015,2.538,2.538,2.538,2.538,2.538
Dec-2020,3.143,2.288,2.217,2.233,2.086,2.284,2.155,1.932,2.688,1.959,1.959,1.959,1.959,1.959,2.248,1.959,1.959,1.959,1.959,2.407,2.407,2.407,2.407,2.141,2.141,2.141,2.141,2.141,2.132,2.132,2.132,2.132,2.132,2.132,2.132,2.132,2.132,2.132,2.132,2.132,2.132,2.283,2.132,2.132,2.132,2.526,2.526,2.526,2.526,2.526
Jan-2021,3.262,2.391,2.343,2.381,2.255,2.431,2.319,2.085,2.696,2.112,2.112,2.112,2.112,2.112,2.391,2.112,2.112,2.112,2.112,2.542,2.542,2.542,2.542,2.284,2.284,2.284,2.284,2.284,2.287,2.287,2.287,2.287,2.287,2.287,2.287,2.287,2.287,2.287,2.287,2.287,2.287,2.33,2.287,2.287,2.287,2.602,2.602,2.602,2.602,2.602
Feb-2021,3.434,2.528,2.518,2.538,2.413,2.609,2.498,2.259,2.828,2.279,2.279,2.279,2.279,2.279,2.545,2.279,2.279,2.279,2.279,2.698,2.698,2.698,2.698,2.457,2.457,2.457,2.457,2.457,2.465,2.465,2.465,2.465,2.465,2.465,2.465,2.465,2.465,2.465,2.465,2.465,2.465,2.466,2.465,2.465,2.465,2.754,2.754,2.754,2.754,2.754
Mar-2021,3.781,2.918,2.836,2.792,2.752,2.872,2.736,2.585,3.187,2.617,2.617,2.617,2.617,2.617,2.801,2.617,2.617,2.617,2.617,2.941,2.941,2.941,2.941,2.751,2.751,2.751,2.751,2.751,2.782,2.782,2.782,2.782,2.782,2.782,2.782,2.782,2.782,2.782,2.782,2.782,2.782,2.906,2.782,2.782,2.782,3.139,3.139,3.139,3.139,3.139
Apr-2021,3.911,3.036,2.865,2.823,2.747,2.888,2.811,2.605,3.316,2.65,2.65,2.65,2.65,2.65,2.834,2.65,2.65,2.65,2.65,2.936,2.936,2.936,2.936,2.769,2.769,2.769,2.769,2.769,2.834,2.834,2.834,2.834,2.834,2.834,2.834,2.834,2.834,2.834,2.834,2.834,2.834,3.074,2.834,2.834,2.834,3.244,3.244,3.244,3.244,3.244
May-2021,4.068,3.157,2.894,2.943,2.815,3.03,2.914,2.74,3.477,2.768,2.768,2.768,2.768,2.768,2.967,2.768,2.768,2.768,2.768,3.082,3.082,3.082,3.082,2.892,2.892,2.892,2.892,2.892,2.941,2.941,2.941,2.941,2.941,2.941,2.941,2.941,2.941,2.941,2.941,2.941,2.941,3.207,2.941,2.941,2.941,3.38,3.38,3.38,3.38,3.38
Jun-2021,4.182,3.365,2.964,3.016,2.888,3.131,3.046,2.785,3.604,2.811,2.811,2.811,2.811,2.811,3.049,2.811,2.811,2.811,2.811,3.16,3.16,3.16,3.16,2.958,2.958,2.958,2.958,2.958,3.032,3.032,3.032,3.032,3.032,3.032,3.032,3.032,3.032,3.032,3.032,3.032,3.032,3.364,3.032,3.032,3.032,3.471,3.471,3.471,3.471,3.471
Jul-2021,4.253,3.596,3.03,3.088,3.003,3.196,3.122,2.861,3.798,2.886,2.886,2.886,2.886,2.886,3.118,2.886,2.886,2.886,2.886,3.225,3.225,3.225,3.225,3.004,3.004,3.004,3.004,3.004,3.094,3.094,3.094,3.094,3.094,3.094,3.094,3.094,3.094,3.094,3.094,3.094,3.094,3.627,3.094,3.094,3.094,3.606,3.606,3.606,3.606,3.606
Aug-2021,4.319,3.727,3.024,3.112,3.038,3.227,3.038,2.867,3.864,2.889,2.889,2.889,2.889,2.889,3.131,2.889,2.889,2.889,2.889,3.258,3.258,3.258,3.258,3.014,3.014,3.014,3.014,3.014,3.094,3.094,3.094,3.094,3.094,3.094,3.094,3.094,3.094,3.094,3.094,3.094,3.094,3.771,3.094,3.094,3.094,3.679,3.679,3.679,3.679,3.679
Sep-2021,4.31,3.689,3.084,3.162,3.031,3.3,3.084,2.859,3.859,2.894,2.894,2.894,2.894,2.894,3.171,2.894,2.894,2.894,2.894,3.307,3.307,3.307,3.307,3.05,3.05,3.05,3.05,3.05,3.103,3.103,3.103,3.103,3.103,3.103,3.103,3.103,3.103,3.103,3.103,3.103,3.103,3.724,3.103,3.103,3.103,3.674,3.674,3.674,3.674,3.674
Oct-2021,4.4,3.645,3.219,3.308,3.111,3.424,3.22,2.976,3.848,3.025,3.025,3.025,3.025,3.025,3.32,3.025,3.025,3.025,3.025,3.439,3.439,3.439,3.439,3.192,3.192,3.192,3.192,3.192,3.217,3.217,3.217,3.217,3.217,3.217,3.217,3.217,3.217,3.217,3.217,3.217,3.217,3.676,3.217,3.217,3.217,3.716,3.716,3.716,3.716,3.716
Nov-2021,4.598,3.602,3.348,3.479,3.201,3.569,3.274,3.073,3.857,3.126,3.126,3.126,3.126,3.126,3.492,3.126,3.126,3.126,3.126,3.567,3.567,3.567,3.567,3.314,3.314,3.314,3.314,3.314,3.27,3.27,3.27,3.27,3.27,3.27,3.27,3.27,3.27,3.27,3.27,3.27,3.27,3.646,3.27,3.27,3.27,3.828,3.828,3.828,3.828,3.828
Dec-2021,4.597,3.445,3.276,3.447,3.122,3.515,3.061,2.967,3.826,3.016,3.016,3.016,3.016,3.016,3.464,3.016,3.016,3.016,3.016,3.521,3.521,3.521,3.521,3.216,3.216,3.216,3.216,3.216,3.129,3.129,3.129,3.129,3.129,3.129,3.129,3.129,3.129,3.129,3.129,3.129,3.129,3.535,3.129,3.129,3.129,3.821,3.821,3.821,3.821,3.821
Jan-2022,4.584,3.378,3.268,3.409,3.16,3.494,3.112,3.005,3.908,3.043,3.043,3.043,3.043,3.043,3.434,3.043,3.043,3.043,3.043,3.498,3.498,3.498,3.498,3.209,3.209,3.209,3.209,3.209,3.171,3.171,3.171,3.171,3.171,3.171,3.171,3.171,3.171,3.171,3.171,3.171,3.171,3.451,3.171,3.171,3.171,3.838,3.838,3.838,3.838,3.838
Feb-2022,4.66,3.421,3.52,3.575,3.391,3.726,3.364,3.253,3.946,3.283,3.283,3.283,3.283,3.283,3.585,3.283,3.283,3.283,3.283,3.709,3.709,3.709,3.709,3.457,3.457,3.457,3.457,3.457,3.416,3.416,3.416,3.416,3.416,3.416,3.416,3.416,3.416,3.416,3.416,3.416,3.416,3.452,3.416,3.416,3.416,3.916,3.916,3.916,3.916,3.916
Mar-2022,5.655,4.014,4.186,4.31,3.928,4.369,4.066,3.938,4.634,3.989,3.989,3.989,3.989,3.989,4.305,3.989,3.989,3.989,3.989,4.335,4.335,4.335,4.335,4.141,4.141,4.141,4.141,4.141,4.085,4.085,4.085,4.085,4.085,4.085,4.085,4.085,4.085,4.085,4.085,4.085,4.085,4.171,4.085,4.085,4.085,4.67,4.67,4.67,4.67,4.67
Apr-2022,5.692,4.039,4.105,4.171,3.903,4.188,3.849,3.784,4.615,3.841,3.841,3.841,3.841,3.841,4.127,3.841,3.841,3.841,3.841,4.187,4.187,4.187,4.187,3.971,3.971,3.971,3.971,3.971,3.977,3.977,3.977,3.977,3.977,3.977,3.977,3.977,3.977,3.977,3.977,3.977,3.977,4.265,3.977,3.977,3.977,4.703,4.703,4.703,4.703,4.703
May-2022,5.871,4.193,4.428,4.634,4.106,4.718,4.278,4.165,4.936,4.173,4.173,4.173,4.173,4.173,4.588,4.173,4.173,4.173,4.173,4.674,4.674,4.674,4.674,4.277,4.277,4.277,4.277,4.277,4.323,4.323,4.323,4.323,4.323,4.323,4.323,4.323,4.323,4.323,4.323,4.323,4.323,4.405,4.323,4.323,4.323,4.956,4.956,4.956,4.956,4.956
Jun-2022,6.294,4.926,4.809,5.074,4.749,4.954,4.956,4.67,5.44,4.65,4.65,4.65,4.65,4.65,5.048,4.65,4.65,4.65,4.65,5.015,5.015,5.015,5.015,4.697,4.697,4.697,4.697,4.697,4.948,4.948,4.948,4.948,4.948,4.948,4.948,4.948,4.948,4.948,4.948,4.948,4.948,5.013,4.948,4.948,4.948,5.469,5.469,5.469,5.469,5.469
Jul-2022,5.897,4.876,4.339,4.728,4.585,4.696,4.478,4.144,5.238,4.173,4.173,4.173,4.173,4.173,4.748,4.173,4.173,4.173,4.173,4.72,4.72,4.72,4.72,4.295,4.295,4.295,4.295,4.295,4.567,4.567,4.567,4.567,4.567,4.567,4.567,4.567,4.567,4.567,4.567,4.567,4.567,4.978,4.567,4.567,4.567,5.208,5.208,5.208,5.208,5.208
Aug-2022,5.333,4.089,3.722,4.346,3.975,4.276,3.705,3.535,4.789,3.566,3.566,3.566,3.566,3.566,4.302,3.566,3.566,3.566,3.566,4.271,4.271,4.271,4.271,3.709,3.709,3.709,3.709,3.709,3.881,3.881,3.881,3.881,3.881,3.881,3.881,3.881,3.881,3.881,3.881,3.881,3.881,4.361,3.881,3.881,3.881,4.697,4.697,4.697,4.697,4.697
Sep-2022,5.375,3.708,3.473,3.826,3.715,3.794,3.584,3.194,4.644,3.241,3.241,3.241,3.241,3.241,3.753,3.241,3.241,3.241,3.241,3.806,3.806,3.806,3.806,3.425,3.425,3.425,3.425,3.425,3.66,3.66,3.66,3.66,3.66,3.66,3.66,3.66,3.66,3.66,3.66,3.66,3.66,4.019,3.66,3.66,3.66,4.566,4.566,4.566,4.566,4.566
Oct-2022,5.905,3.681,3.346,3.7,3.741,3.7,3.818,3.23,5.093,3.3,3.3,3.3,3.3,3.3,3.67,3.3,3.3,3.3,3.3,3.798,3.798,3.798,3.798,3.383,3.383,3.383,3.383,3.383,3.814,3.814,3.814,3.814,3.814,3.814,3.814,3.814,3.814,3.814,3.814,3.814,3.814,3.986,3.814,3.814,3.814,5.037,5.037,5.037,5.037,5.037
Nov-2022,5.173,3.43,3.497,3.912,3.538,3.874,3.74,3.065,4.655,3.149,3.149,3.149,3.149,3.149,3.904,3.149,3.149,3.149,3.149,3.952,3.952,3.952,3.952,3.394,3.394,3.394,3.394,3.394,3.66,3.66,3.66,3.66,3.66,3.66,3.66,3.66,3.66,3.66,3.66,3.66,3.66,3.774,3.66,3.66,3.66,4.609,4.609,4.609,4.609,4.609
Dec-2022,4.418,3,3.135,3.578,3.107,3.533,3.103,2.719,3.99,2.801,2.801,2.801,2.801,2.801,3.549,2.801,2.801,2.801,2.801,3.572,3.572,3.572,3.572,3.054,3.054,3.054,3.054,3.054,3.088,3.088,3.088,3.088,3.088,3.088,3.088,3.088,3.088,3.088,3.088,3.088,3.088,3.298,3.088,3.088,3.088,3.958,3.958,3.958,3.958,3.958
